linea,tiempo_hms,segundos,texto_original,texto_limpio,tramo,motivo_exclusion
647,01:19:43,4783,"entrenador convencido y jugadores que siguen a su entrenador, llegan los resultados. Normalmente tú haces las cosas después del resultado, vas innovando. No, no. Hashfle innovó antes del resultado.","entrenador convencido y jugadores que siguen a su entrenador, llegan los resultados. Normalmente tú haces las cosas después del resultado, vas innovando. No, no. Hashfle innovó antes del resultado.",partido,
648,01:19:54,4794,"Le ha salido bien su táctica que eran acierto de Isma la Porta, que era su apuesta no solo para esta temporada sino ya hace algunos años. Dani Almo con el","Le ha salido bien su táctica que eran acierto de Isma la Porta, que era su apuesta no solo para esta temporada sino ya hace algunos años. Dani Almo con el",partido,
649,01:20:02,4802,balón. Ahí tenemos al internacional español tocando el cuero. Otro de los jugadores que ha salido de la cantera del Fútbol Club Barcelona. Volvemos a,balón. Ahí tenemos al internacional español tocando el cuero. Otro de los jugadores que ha salido de la cantera del Fútbol Club Barcelona. Volvemos a,partido,
650,01:20:10,4810,"repetir, la mayoría de jugadores ahora mismo, aunque se ha ido eh Fermini, está Franky","repetir, la mayoría de jugadores ahora mismo, aunque se ha ido eh Fermini, está Franky",partido,
651,01:20:17,4817,"de John, ¿no? Ahora, pero con mucho protagonismo en el cuadro culé, que ahora está gestionando muy bien el","de John, ¿no? Ahora, pero con mucho protagonismo en el cuadro culé, que ahora está gestionando muy bien el",partido,
652,01:20:26,4826,"encuentro, tocando y tocando y el Real Madrid que quiere llegar a la portería contraria. Ñigo Martínez se ha","encuentro, tocando y tocando y el Real Madrid que quiere llegar a la portería contraria. Ñigo Martínez se ha",partido,
653,01:20:33,4833,"equivocado, ha levantado la pierna, se ha llevado por delante a Militao. Va a ser cartulina amarilla clarísima para Ñigo Martínez.","equivocado, ha levantado la pierna, se ha llevado por delante a Militao. Va a ser cartulina amarilla clarísima para Ñigo Martínez.",partido,
654,01:20:40,4840,"Sí, sí, muy clara al lado del asistente.","Sí, sí, muy clara al lado del asistente.",partido,
655,01:20:43,4843,"Levanta mucho la pierna. Hay tarjeta, hay contacto, me parece, a mí me pareció","Levanta mucho la pierna. Hay tarjeta, hay contacto, me parece, a mí me pareció",partido,
656,01:20:50,4850,"en primera imagen ahí me parece incluso no habiendo contacto, Jordi, presentar así la plancha para mí ya es tarjeta","en primera imagen ahí me parece incluso no habiendo contacto, Jordi, presentar así la plancha para mí ya es tarjeta",partido,
657,01:20:57,4857,"amarilla. Dicho lo cual la temporada y el partido de Ño Martínez este año es de un lado de matrícula de honor, un lado.","amarilla. Dicho lo cual la temporada y el partido de Ño Martínez este año es de un lado de matrícula de honor, un lado.",partido,
658,01:21:04,4864,"75 minutos. Acción, balón parado, don Luka Modric para meter el centro","75 minutos. Acción, balón parado, don Luka Modric para meter el centro",partido,
659,01:21:13,4873,"y ahí Ñaki Peña que está comentando alguna cosa. Ken Mbappé falla en el control, sin problemas para Ñakiqui Peña que acaba blocando. Kilian Mbappé","y ahí Ñaki Peña que está comentando alguna cosa. Ken Mbappé falla en el control, sin problemas para Ñakiqui Peña que acaba blocando. Kilian Mbappé",partido,
660,01:21:21,4881,"ansioso Kilian Mbappé Ibrahim que va a saltar al terreno de juego, revolucionario en el equipo de Carlos Ancelotti. Mueve ficha el técnico","ansioso Kilian Mbappé Ibrahim que va a saltar al terreno de juego, revolucionario en el equipo de Carlos Ancelotti. Mueve ficha el técnico",partido,
661,01:21:29,4889,"italiano del Real Madrid. Juega Jus Coné. Balón para Pedri. Otra vez para el jugador francés. llega antes Feed de Valverde. Mendí en propia parcela para Rudiger, de nuevo Fe de Valverde.","italiano del Real Madrid. Juega Jus Coné. Balón para Pedri. Otra vez para el jugador francés. llega antes Feed de Valverde. Mendí en propia parcela para Rudiger, de nuevo Fe de Valverde.",partido,
662,01:21:39,4899,"Tenemos al jugador uruguayo tocando el balón para Camavinga. Otra vez corría Kilan Mbappé, pero estaba ocupando el mismo sitio que Shut Bellingham.","Tenemos al jugador uruguayo tocando el balón para Camavinga. Otra vez corría Kilan Mbappé, pero estaba ocupando el mismo sitio que Shut Bellingham.",partido,
663,01:21:47,4907,Vinicios va a llegar Paco Baré. Ha tocado balón. Ha tocado balón Paco Baré. Otra acción de precisión quirúrgica.,Vinicios va a llegar Paco Baré. Ha tocado balón. Ha tocado balón Paco Baré. Otra acción de precisión quirúrgica.,partido,
664,01:21:55,4915,Frenky de Jong. Otro que se está doctorando como Pauco Barí. Corre Pedri.,Frenky de Jong. Otro que se está doctorando como Pauco Barí. Corre Pedri.,partido,
665,01:21:59,4919,"Camavinga le persigue, le quiere derribar. Balón para Robert Lewandowski. A tocar de primera para Dani Olmo.","Camavinga le persigue, le quiere derribar. Balón para Robert Lewandowski. A tocar de primera para Dani Olmo.",partido,
666,01:22:04,4924,"Rafiña tira el desmarque ruptura. Cairía en fuera de juego. Hace bien, yo creo, el Barça de temporizar un poquito y volver a empezar porque va por delante","Rafiña tira el desmarque ruptura. Cairía en fuera de juego. Hace bien, yo creo, el Barça de temporizar un poquito y volver a empezar porque va por delante",partido,
667,01:22:12,4932,"en el marcador con cero goles a dos. Qué acción de Pacoí. Aunque hay contacto a posteriori, ¿eh?","en el marcador con cero goles a dos. Qué acción de Pacoí. Aunque hay contacto a posteriori, ¿eh?",partido,
668,01:22:18,4938,"Hay contacto a posteriori, pero es es producto de la inercia y el fútbol hay inercias.","Hay contacto a posteriori, pero es es producto de la inercia y el fútbol hay inercias.",partido,
669,01:22:23,4943,Bilitao buscando sorprender a Ñaki Peña que tenía también la situación controlada. juega adelantado. Saque de,Bilitao buscando sorprender a Ñaki Peña que tenía también la situación controlada. juega adelantado. Saque de,partido,
670,01:22:30,4950,"puerta, balón de puerta para el equipo catalán que sigue defendiendo ese 0 a dos. Se va Camavinga Brahim Alruedo.","puerta, balón de puerta para el equipo catalán que sigue defendiendo ese 0 a dos. Se va Camavinga Brahim Alruedo.",partido,
671,01:22:40,4960,"Sí, bueno, Chelotti tampoco lo sorprende mucho. Aquí la noticia sería que entrase, eh, mira, fíjate como el","Sí, bueno, Chelotti tampoco lo sorprende mucho. Aquí la noticia sería que entrase, eh, mira, fíjate como el",partido,
672,01:22:47,4967,"desmarque, cómo Levantowski tiene y aquí controla, mira y ahí fíjate que Lunin, digamos, no","desmarque, cómo Levantowski tiene y aquí controla, mira y ahí fíjate que Lunin, digamos, no",partido,
673,01:22:56,4976,"recorta el espacio, no se impulsa, no no coge impulso. ¿Por qué? Porque bate su su impulso más fuerte lo hace con la","recorta el espacio, no se impulsa, no no coge impulso. ¿Por qué? Porque bate su su impulso más fuerte lo hace con la",partido,
674,01:23:03,4983,"pierna derecha. Es decir, no recortas Rafiña que controla ese balón, se planta en el centro del campo. Sigue Rafiña.","pierna derecha. Es decir, no recortas Rafiña que controla ese balón, se planta en el centro del campo. Sigue Rafiña.",partido,
675,01:23:09,4989,Rafiña para la máquinamal.,Rafiña para la máquinamal.,partido,
676,01:23:19,4999,"Gol de crack, gol de tremendo futbolista. La viña mal a lo grande. ¡Qué gol!","Gol de crack, gol de tremendo futbolista. La viña mal a lo grande. ¡Qué gol!",partido,
677,01:23:26,5006,Qué golazo de la Viñal que acaba de firmar uno de los goles en territorio enemigo más,Qué golazo de la Viñal que acaba de firmar uno de los goles en territorio enemigo más,partido,
678,01:23:35,5015,bonitos del Barça esta temporada. ¡Qué golazo de la Viña Val! Con personalidad para clavarle el tercero al equipo,bonitos del Barça esta temporada. ¡Qué golazo de la Viña Val! Con personalidad para clavarle el tercero al equipo,partido,
679,01:23:43,5023,"blanco. ¡Qué golazo de este jugador diferencial! Quiere ser una leyenda y va camino de hacerlo. Real Madrid 0, Barça","blanco. ¡Qué golazo de este jugador diferencial! Quiere ser una leyenda y va camino de hacerlo. Real Madrid 0, Barça",partido,
680,01:23:52,5032,3. Colazo de la Minam Mal que se ha inventado una acción al alcance de muy pocos jugadores y lo vamos a ver,3. Colazo de la Minam Mal que se ha inventado una acción al alcance de muy pocos jugadores y lo vamos a ver,partido,
681,01:24:00,5040,1 hora y 24 minutosrepetido con ese golpeo. El Barça también juega directo de vez en cuando.,1 hora y 24 minutosrepetido con ese golpeo. El Barça también juega directo de vez en cuando.,partido,
682,01:24:04,5044,¿Cómo ataca ese balón Rafiña? Y ahí se la va a dejar a la mill. ¿Qué hace esto?,¿Cómo ataca ese balón Rafiña? Y ahí se la va a dejar a la mill. ¿Qué hace esto?,partido,
683,01:24:09,5049,"Es un golazo, no lo esperaba nadie y la acaba metiendo casi casi casi casi por el tragaluz y además con su pierna en","Es un golazo, no lo esperaba nadie y la acaba metiendo casi casi casi casi por el tragaluz y además con su pierna en",partido,
684,01:24:17,5057,"principio menos buena. ¡Qué golazo de la Miña mal! Madrid 0, Barça 3.","principio menos buena. ¡Qué golazo de la Miña mal! Madrid 0, Barça 3.",partido,
685,01:24:23,5063,"Sí, tiene dos piernas, una excelente y otra muy buena. Y con la muy buena hace goles un golazo, ¿eh? Porque fíjate en","Sí, tiene dos piernas, una excelente y otra muy buena. Y con la muy buena hace goles un golazo, ¿eh? Porque fíjate en",partido,
686,01:24:29,5069,"velocidad como eh controla muy bien la velocidad del balón, su equilibrio corporal para golpear. Dicho todo esto,","velocidad como eh controla muy bien la velocidad del balón, su equilibrio corporal para golpear. Dicho todo esto,",partido,
687,01:24:37,5077,"es un pase largo que no tiene que estar prohibidos los pases largos, por mucho que sea el Barça. Prolongación de Lewandowski, conducción de la Miña y gol","es un pase largo que no tiene que estar prohibidos los pases largos, por mucho que sea el Barça. Prolongación de Lewandowski, conducción de la Miña y gol",partido,
688,01:24:45,5085,"de la Miñama. Cuatro toques o cuatro jugadores para hacer un gol. El fútbol también los pases largos valen, ¿eh, Jordi?","de la Miñama. Cuatro toques o cuatro jugadores para hacer un gol. El fútbol también los pases largos valen, ¿eh, Jordi?",partido,
689,01:24:53,5093,"Sí, sí, sí, sí. Es ahí se lleva un viaje Robert Lewandowski, la acción de Militao y Sánchez Martínez que señala la falta.","Sí, sí, sí, sí. Es ahí se lleva un viaje Robert Lewandowski, la acción de Militao y Sánchez Martínez que señala la falta.",partido,
690,01:25:03,5103,"Eh, es un golpe de autoridad del Barça después de unos años realmente complicados.","Eh, es un golpe de autoridad del Barça después de unos años realmente complicados.",partido,
691,01:25:11,5111,[Música],[Música],partido,
692,01:25:12,5112,"Insisto, porque ahora mismo el Barça, yo creo que es uno de los mejores equipos, el más en forma","Insisto, porque ahora mismo el Barça, yo creo que es uno de los mejores equipos, el más en forma",partido,
693,01:25:21,5121,"en el planeta Tierra futbolístico, porque hoy viene a derrotar, aunque quedan todavía unos minutos, nada más y","en el planeta Tierra futbolístico, porque hoy viene a derrotar, aunque quedan todavía unos minutos, nada más y",partido,
694,01:25:29,5129,"nada menos que al Real Madrid, que no ha llegado del todo bien al partido, aunque le metió cinco al Borussia Dortmund, pero es que el Barça ya viene avisando,","nada menos que al Real Madrid, que no ha llegado del todo bien al partido, aunque le metió cinco al Borussia Dortmund, pero es que el Barça ya viene avisando,",partido,
695,01:25:37,5137,"tiene una mezcla de de entrenador, jugadores jóvenes y Sobre todo no tiene al mejor jugador posiblemente del mundo,","tiene una mezcla de entrenador, jugadores jóvenes y Sobre todo no tiene al mejor jugador posiblemente del mundo,",partido,
696,01:25:45,5145,"que es Kilian Mbappé, aunque el Madrid posiblemente ya lo tenía, que es Vinicius, pero tiene la Villamal. Es decir, se juntan ahí toda una historia","que es Kilian Mbappé, aunque el Madrid posiblemente ya lo tenía, que es Vinicius, pero tiene la Villamal. Es decir, se juntan ahí toda una historia",partido,
697,01:25:53,5153,de de de de circunstancias que hacen que el Fútbol Club Barcelona ahora mismo esté en un momento absolutamente,de circunstancias que hacen que el Fútbol Club Barcelona ahora mismo esté en un momento absolutamente,partido,
698,01:26:02,5162,"esplendoroso. Esto que está haciendo Vinicius con Sánchez Martínez, que se lo queda mirando, eh, sigue protestando, ha visto una cartulina amarilla y el","esplendoroso. Esto que está haciendo Vinicius con Sánchez Martínez, que se lo queda mirando, eh, sigue protestando, ha visto una cartulina amarilla y el",partido,
699,01:26:10,5170,marcador está de 0 a TR porque Vinicius ahí ha ido a darle una patada directamente a a Pedri.,marcador está de 0 a TR porque Vinicius ahí ha ido a darle una patada directamente a a Pedri.,partido,
700,01:26:16,5176,"Vemos ahí la zancadilla por detrás y el gesto de Vinicius. Eh, sí, vamos. O sea,","Vemos ahí la zancadilla por detrás y el gesto de Vinicius. Eh, sí, vamos. O sea,",partido,
701,01:26:25,5185,"eh, si el partido ha sido bueno y hemos alabado a muchos jugadores, creo que el árbitro también tiene que estar dentro","eh, si el partido ha sido bueno y hemos alabado a muchos jugadores, creo que el árbitro también tiene que estar dentro",partido,
702,01:26:33,5193,"de ese buen partido. Eh, otro balón en profundidad para Fren de Jaba buscando a Robert Lewandowski, pero ha salvado el balón Militao y está jugando el equipo blanco.","de ese buen partido. Eh, otro balón en profundidad para Fren de Jaba buscando a Robert Lewandowski, pero ha salvado el balón Militao y está jugando el equipo blanco.",partido,
703,01:26:45,5205,Shut Bellingham.,Shut Bellingham.,partido,
704,01:26:46,5206,"Yo al Real Madrid no lo doy nunca por muerto. Hoy tampoco, ¿eh? Hoy tampoco, sin lugar a dudas. Y el Barça creo que tampoco porque no ha bajado, eh, intensidad de presión, no ha bajado, no,","Yo al Real Madrid no lo doy nunca por muerto. Hoy tampoco, ¿eh? Hoy tampoco, sin lugar a dudas. Y el Barça creo que tampoco porque no ha bajado, eh, intensidad de presión, no ha bajado, no,",partido,
705,01:26:55,5215,"no. Eh, un gol ahora seguramente que un poco este silencio que escuchamos","no. Eh, un gol ahora seguramente que un poco este silencio que escuchamos",partido,
706,01:27:02,5222,"cambiaría por por un rugido de del Bernabe espectacular. Es que insisto, ese hambre que mantiene el Barça,","cambiaría por por un rugido de del Bernabe espectacular. Es que insisto, ese hambre que mantiene el Barça,",partido,
707,01:27:10,5230,"incluso ganando por cero goles a tres, eh, es una cosa poco usual en los últimos años en en Caparsa. Vemos a la Minamal.","incluso ganando por cero goles a tres, eh, es una cosa poco usual en los últimos años en en Caparsa. Vemos a la Minamal.",partido,
708,01:27:17,5237,"Encanta, me encanta ver a Mejo mucho Nillego Martínez, cómo dirige esa defensa. Claro, las cosas no son casualidades, Jordi. Hay un trabajo,","Encanta, me encanta ver a Mejo mucho Nillego Martínez, cómo dirige esa defensa. Claro, las cosas no son casualidades, Jordi. Hay un trabajo,",partido,
709,01:27:25,5245,"pero luego ese trabajo hay que ejecutaron el campo con un liderazgo y ese lo ejecuta Ñigo. Jud Beningam, Bellingham por el costado izquierdo,","pero luego ese trabajo hay que ejecutaron el campo con un liderazgo y ese lo ejecuta Ñigo. Jud Beningam, Bellingham por el costado izquierdo,",partido,
710,01:27:33,5253,"desmarque, ruptura de Kilan Mbappé, acaba recibiendo Vinicius. Vinicius por el carril izquierdo, se la acaba llevando a Trancas y Barrancas.","desmarque, ruptura de Kilan Mbappé, acaba recibiendo Vinicius. Vinicius por el carril izquierdo, se la acaba llevando a Trancas y Barrancas.",partido,
711,01:27:43,5263,Ha recibido la patada Ñigo Martínez de Minicios en el momento que iba a rematar y el árbitro que se dirige hacia allí Peñ,Ha recibido la patada Ñigo Martínez de Minicios en el momento que iba a rematar y el árbitro que se dirige hacia allí Peñ,partido,
712,01:27:51,5271,y la cartulina amarilla para el guardameta.,y la cartulina amarilla para el guardameta.,partido,
713,01:27:56,5276,"Sí, sí, sí, porque no puede salir de la portería reclamar la tarjeta como salió reclamándola. Lo vamos a ver aquí. Él","Sí, sí, sí, porque no puede salir de la portería reclamar la tarjeta como salió reclamándola. Lo vamos a ver aquí. Él",partido,
714,01:28:04,5284,pedía una segunda a Vinicius que no quiero decir no no la intenta jugar el balón.,pedía una segunda a Vinicius que no quiero decir no no la intenta jugar el balón.,partido,
715,01:28:10,5290,"Sí, sí, llega llega primero Diego Martínez y después está golpeando,","Sí, sí, llega llega primero Diego Martínez y después está golpeando,",partido,
716,01:28:18,5298,intentando llegar a rematar Vinicius jugando el balón efectivamente y Peña que protesta amarilla para para él.,intentando llegar a rematar Vinicius jugando el balón efectivamente y Peña que protesta amarilla para para él.,partido,
717,01:28:23,5303,"Sánchez Martínez impecable para mí. Sí, para mí también. Golpeo larguísimo de Iñaki Peña directamente a las manos después del bote de Andr Lunin. 82","Sánchez Martínez impecable para mí. Sí, para mí también. Golpeo larguísimo de Iñaki Peña directamente a las manos después del bote de Andr Lunin. 82",partido,
718,01:28:32,5312,"minutos de partido. Real Madrid 0, Barça 3. Brahim, presión de Frankie de Jan.","minutos de partido. Real Madrid 0, Barça 3. Brahim, presión de Frankie de Jan.",partido,
719,01:28:39,5319,Falta. Se queja Frankie de JN. Es falta.,Falta. Se queja Frankie de JN. Es falta.,partido,
720,01:28:42,5322,"Carnoncelotti ha hecho mucho daño al equipo blanco, el tercero de los goles. Preccia 16 en","Carnoncelotti ha hecho mucho daño al equipo blanco, el tercero de los goles. Preccia 16 en",partido,
721,01:28:49,5329,"cuanto a faltas la presión del Barça, haciendo incluso más faltas que el Real Madrid. Mensajes para Esteban a través de Twitter de la red X","cuanto a faltas la presión del Barça, haciendo incluso más faltas que el Real Madrid. Mensajes para Esteban a través de Twitter de la red X",partido,
722,01:28:58,5338,@estebanunoportero @estebanunoportero para mi persona @ Jordi Pons-Baj @jordipons- 83 minutos parecía que la,@estebanunoportero @estebanunoportero para mi persona @ Jordi Pons-Baj @jordipons- 83 minutos parecía que la,partido,
723,01:29:06,5346,"Minam Mal iba a gestionar la acción encarando hacia la portería del equipo blanco. Dani Olmo. La va a perder el cuadro culé. Es de Valverde,","Minam Mal iba a gestionar la acción encarando hacia la portería del equipo blanco. Dani Olmo. La va a perder el cuadro culé. Es de Valverde,",partido,
724,01:29:15,5355,"el charrua hacia Militao. Le da amplitud a la acción Lucas Vázquez. El Real Madrid que busca,","el charrua hacia Militao. Le da amplitud a la acción Lucas Vázquez. El Real Madrid que busca,",partido,
725,01:29:22,5362,aquí tenemos los pases completados. La Minam Mal ganándole el duelo en ese aspecto a Vinicius Junior. Vemos a,aquí tenemos los pases completados. La Minam Mal ganándole el duelo en ese aspecto a Vinicius Junior. Vemos a,partido,
726,01:29:30,5370,Abrahim. Recuperación del Barça. Pedri con el balón. Sigue Pedri. Lucas Vázquez que le persigue. Aparece también Luka Modric. Le ha robado limpiamente el,Abrahim. Recuperación del Barça. Pedri con el balón. Sigue Pedri. Lucas Vázquez que le persigue. Aparece también Luka Modric. Le ha robado limpiamente el,partido,
727,01:29:39,5379,"balón el capitán croata del equipo blanco. Balón para Vinicius por el costado izquierdo. Vamos a ver. Vinicius va a buscar el disparo. No le deja el balón. Aquil Mbappé, pero aparece Jus","balón el capitán croata del equipo blanco. Balón para Vinicius por el costado izquierdo. Vamos a ver. Vinicius va a buscar el disparo. No le deja el balón. Aquil Mbappé, pero aparece Jus",partido,
728,01:29:47,5387,Kundé. Vinicius no. Fed de Valverde puede chutar. Aquí tenemos el disparo.,Kundé. Vinicius no. Fed de Valverde puede chutar. Aquí tenemos el disparo.,partido,
729,01:29:51,5391,Iñ Peña con algún problemilla. No sé si alguien de la defensa del base ha llegado a desviar. Tampoco le sale al Real Madrid una de sus armas. El cañón en pierna derecha de Fede de Valverde.,Iñ Peña con algún problemilla. No sé si alguien de la defensa del base ha llegado a desviar. Tampoco le sale al Real Madrid una de sus armas. El cañón en pierna derecha de Fede de Valverde.,partido,
730,01:30:00,5400,"1 hora y 30 minutosFíjate que Fede Valverde que no no era un balón para él. Qué rápido se prepara, eh, corporalmente, qué rápido se coloca bien para golpear y que coja puerta. Y","1 hora y 30 minutosFíjate que Fede Valverde que no no era un balón para él. Qué rápido se prepara, eh, corporalmente, qué rápido se coloca bien para golpear y que coja puerta. Y",partido,
731,01:30:08,5408,luego Iñaki Peña tiene esa confianza de que está tranquilo.,luego Iñaki Peña tiene esa confianza de que está tranquilo.,partido,
732,01:30:12,5412,"Rafiña que va a correr, Rafiña que pica el balón, puede caer otro. La salelina, gol,","Rafiña que va a correr, Rafiña que pica el balón, puede caer otro. La salelina, gol,",partido,
733,01:30:20,5420,"qué bueno, qué bueno, qué bueno, qué bueno. Gol.","qué bueno, qué bueno, qué bueno, qué bueno. Gol.",partido,
734,01:30:28,5428,Gol del Barcelona 04. Rafiña quería tomar parte de la fiesta y del festín que se está dando el Barça en Chapín.,Gol del Barcelona 04. Rafiña quería tomar parte de la fiesta y del festín que se está dando el Barça en Chapín.,partido,
735,01:30:38,5438,Cero goles a cuatro. El público culé vibrando. El Barça se está imponiendo con una autoridad incontestable en el,Cero goles a cuatro. El público culé vibrando. El Barça se está imponiendo con una autoridad incontestable en el,partido,
736,01:30:47,5447,partido. Cero goles a cuatro. Y el Barça va a tener la oportunidad por delante de intentar un 0 a 5 cuando le quedan 6 minutos todavía por delante.,partido. Cero goles a cuatro. Y el Barça va a tener la oportunidad por delante de intentar un 0 a 5 cuando le quedan 6 minutos todavía por delante.,partido,
737,01:30:59,5459,"Sí, no sé si la posición es es buena porque Lucas Vázquez eh se se mete muy atrás lo que hablamos, ¿no? una línea","Sí, no sé si la posición es es buena porque Lucas Vázquez eh se se mete muy atrás lo que hablamos, ¿no? una línea",partido,
738,01:31:06,5466,coordinada del Barça que obviamente algún día le pillarán y tendrá algún error contra una muy descoordinada Real Madrid con unos centrales que muchas,coordinada del Barça que obviamente algún día le pillarán y tendrá algún error contra una muy descoordinada Real Madrid con unos centrales que muchas,partido,
739,01:31:14,5474,"veces, insisto, salen a posiciones que no les corresponde dejando esos laterales totalmente olvidados. Cómo pica ese balón Rafiña y como también con","veces, insisto, salen a posiciones que no les corresponde dejando esos laterales totalmente olvidados. Cómo pica ese balón Rafiña y como también con",partido,
740,01:31:23,5483,su pierna menos dominante está de dulce Rafiña acaba con una vaselina al cielo de Madrid golpeando ese balón lejos del,su pierna menos dominante está de dulce Rafiña acaba con una vaselina al cielo de Madrid golpeando ese balón lejos del,partido,
741,01:31:31,5491,"alcance de Andre Lurin para coronar el cuarto del Barça. Pese a que Lucas Vázquez toca el balón, pero ya lo hace dentro de la portería. El Barça no se va","alcance de Andre Lurin para coronar el cuarto del Barça. Pese a que Lucas Vázquez toca el balón, pero ya lo hace dentro de la portería. El Barça no se va",partido,
742,01:31:41,5501,"a meter atrás, el Barça va a seguir buscando porque lo hacen todos los partidos desde que Hans Flick ha llegado al banquillo del Barça. Insisto, el","a meter atrás, el Barça va a seguir buscando porque lo hacen todos los partidos desde que Hans Flick ha llegado al banquillo del Barça. Insisto, el",partido,
743,01:31:50,5510,gesto de la milliña y sobre todo la autoridad hoy del Barça en una segunda parte excelsa después de,gesto de la milliña y sobre todo la autoridad hoy del Barça en una segunda parte excelsa después de,partido,
744,01:31:58,5518,que el Real Madrid tuviera sus oportunidades en la primera parte y perdonara. Recordemos que también Robert Lewandowski ha enviado un balón al palo,que el Real Madrid tuviera sus oportunidades en la primera parte y perdonara. Recordemos que también Robert Lewandowski ha enviado un balón al palo,partido,
745,01:32:05,5525,"y ahí está Carlos Ancelotti al que le van a caer unas cuantas críticas a si no le están cayendo ya ha entrado, por","y ahí está Carlos Ancelotti al que le van a caer unas cuantas críticas a si no le están cayendo ya ha entrado, por",partido,
746,01:32:13,5533,"cierto, Fran García. Sexto gol de Rafiña. Lo de Rafiña es, o sea, que venga alguien y que me lo explique. Vinicius.","cierto, Fran García. Sexto gol de Rafiña. Lo de Rafiña es, o sea, que venga alguien y que me lo explique. Vinicius.",partido,
747,01:32:21,5541,A mí también. Vinicius desde el costado izquierdo.,A mí también. Vinicius desde el costado izquierdo.,partido,
748,01:32:23,5543,Balón para Shut Beningham. Pedri que acaba recuperando ese balón. Pedri dejando el cuero para Dani Olmo. F de Valverde para presionar. Pedri para,Balón para Shut Beningham. Pedri que acaba recuperando ese balón. Pedri dejando el cuero para Dani Olmo. F de Valverde para presionar. Pedri para,partido,
749,01:32:31,5551,llevarse el balón este con Robert Lewandowski. Falta clarísima de Militao.,llevarse el balón este con Robert Lewandowski. Falta clarísima de Militao.,partido,
750,01:32:38,5558,Amarilla para Militao. En esa acción de Robert Lewandowski va a haber otro cambio.,Amarilla para Militao. En esa acción de Robert Lewandowski va a haber otro cambio.,partido,
751,01:32:45,5565,"Sí, en el Barça, me parece. No estaba Gabi, me parece que era que estaba preparado. Jordi, pues probablemente ahí está efectivamente Gabi que vuelve tras una","Sí, en el Barça, me parece. No estaba Gabi, me parece que era que estaba preparado. Jordi, pues probablemente ahí está efectivamente Gabi que vuelve tras una",partido,
752,01:32:54,5574,gravísima lesión. Cómo le ha besado Rafiña y Gabi que va a ingresar en el terreno de juego sustituyendo a Pedri.,gravísima lesión. Cómo le ha besado Rafiña y Gabi que va a ingresar en el terreno de juego sustituyendo a Pedri.,partido,
753,01:33:03,5583,Es un un cambio. Mira la cara de Pedri.,Es un un cambio. Mira la cara de Pedri.,partido,
754,01:33:05,5585,"Mirad la cara de Pedri, la sonrisa y el gesto de Pedri que ha firmado una gran performance de nuevo y Gabi para jugar","Mirad la cara de Pedri, la sonrisa y el gesto de Pedri que ha firmado una gran performance de nuevo y Gabi para jugar",partido,
755,01:33:12,5592,"estos últimos minutos, eh, pues para seguir cogiendo forma y sobre todo hacerlo ante su gran rival el Real","estos últimos minutos, eh, pues para seguir cogiendo forma y sobre todo hacerlo ante su gran rival el Real",partido,
756,01:33:19,5599,"Madrid. Dicho lo cual, hoy se rompe una racha Real Madrid de no perder en casa desde el 8 de abril del 2023. Jord","Madrid. Dicho lo cual, hoy se rompe una racha Real Madrid de no perder en casa desde el 8 de abril del 2023. Jord",partido,
757,01:33:27,5607,"Villarreal y es una racha de muchos partidos que hubiera igualado la que tiene el Barça de no perder en liga, con lo cual el propio Barça permite que su racha sea la siga siga vigente.","Villarreal y es una racha de muchos partidos que hubiera igualado la que tiene el Barça de no perder en liga, con lo cual el propio Barça permite que su racha sea la siga siga vigente.",partido,
758,01:33:37,5617,"Buen dato, 87 minutos, balón colgado.","Buen dato, 87 minutos, balón colgado.",partido,
759,01:33:39,5619,"Shuscunde acaba despejando el balón con la cabeza, la toca Gabi. Primer balón que ha tocado. Imponente en el salto ahora Rudiger. Ahí fuera de juego una","Shuscunde acaba despejando el balón con la cabeza, la toca Gabi. Primer balón que ha tocado. Imponente en el salto ahora Rudiger. Ahí fuera de juego una",partido,
760,01:33:47,5627,vez más de Vinicius. Se le van a hacer largos estos instantes y estos minutos al Real Madrid. Qué pase de Inigo Martínez. Y como ahí Rafiña que viene de,vez más de Vinicius. Se le van a hacer largos estos instantes y estos minutos al Real Madrid. Qué pase de Inigo Martínez. Y como ahí Rafiña que viene de,partido,
761,01:33:56,5636,meterle tres al Bayern de Munich con esa vaselina acaba colocando el 0 a cu.,meterle tres al Bayern de Munich con esa vaselina acaba colocando el 0 a cu.,partido,
762,01:34:03,5643,Brutal.,Brutal.,partido,
763,01:34:06,5646,Ahí está su celebración y ahí están los chicos de el banquillo del Fútbol Club Barcelona celebrando y vemos ahí a Carro,Ahí está su celebración y ahí están los chicos de el banquillo del Fútbol Club Barcelona celebrando y vemos ahí a Carro,partido,
764,01:34:13,5653,Ancelotti como le está advirtiendo que no celebren de esa de esa forma.,Ancelotti como le está advirtiendo que no celebren de esa de esa forma.,partido,
765,01:34:20,5660,Puede llegar Rafiña. No ha llegado. El que ha llegado es Fran García para evitar el remate de Rafiña a los 88,Puede llegar Rafiña. No ha llegado. El que ha llegado es Fran García para evitar el remate de Rafiña a los 88,partido,
766,01:34:27,5667,"minutos de partido. Me estoy fijando mucho en Luning por de formación profesional, o sea, los porteros, pero me estoy fijando más en cómo está dentro","minutos de partido. Me estoy fijando mucho en Luning por de formación profesional, o sea, los porteros, pero me estoy fijando más en cómo está dentro",partido,
